------->U2000Name, NeName, CellId<------
WAW,14_WAR1106A_1_BRONIEWSKIEGO_2,118
WAW,14_WAR2021J_1_ODROWAZA_15,110
WAW,14_WAR2021J_1_ODROWAZA_15,120
WAW,14_WAR2021J_1_ODROWAZA_15,80
WAW,14_WAR2021J_1_ODROWAZA_15,90
WAW,14_WAR2021J_1_ODROWAZA_15,100
WAW,14_WAR2021J_1_ODROWAZA_15,70
WAW,14_WAR2129A_1_KAWECZYNSKA_4A,36
WAW,14_WAR2129A_1_KAWECZYNSKA_4A,56
WAW,14_WAR2129A_1_KAWECZYNSKA_4A,6
WAW,14_WAR2129A_1_KAWECZYNSKA_4A,26
WAW,14_WAR2129A_1_KAWECZYNSKA_4A,46
WAW,14_WAR2129A_1_KAWECZYNSKA_4A,16
WAW,14_WAR8209A_1_METRO_R_DASZYNS,22
WAW,14_WAR1048B_1_ZELAZNA_16,96
WAW,14_WAR1048B_1_ZELAZNA_16,66
WAW,14_WAR1048B_1_ZELAZNA_16,106
WAW,14_WAR1048B_1_ZELAZNA_16,116
WAW,14_WAR1048B_1_ZELAZNA_16,76
WAW,14_WAR1048B_1_ZELAZNA_16,86
WAW,14_WAR1134A_1_TWARDA_66,117
WAW,14_WAR1134A_1_TWARDA_66,144
WAW,14_WAR1134A_1_TWARDA_66,114
WAW,14_WAR1134A_1_TWARDA_66,116
WAW,14_WAR1046K_1_HOZA_40,37
WAW,14_WAR1046K_1_HOZA_40,64
WAW,14_WAR1046K_1_HOZA_40,34
WAW,14_WAR1046K_1_HOZA_40,36
WAW,14_WAR1046K_1_HOZA_40,57
WAW,14_WAR1046K_1_HOZA_40,84
WAW,14_WAR1046K_1_HOZA_40,54
WAW,14_WAR1046K_1_HOZA_40,56
WAW,14_WAR1015A_1_PLOCKA_44,19
WAW,14_WAR1015A_1_PLOCKA_44,46
WAW,14_WAR1015A_1_PLOCKA_44,16
WAW,14_WAR1015A_1_PLOCKA_44,18
WAW,14_WAR1134A_1_TWARDA_66,107
WAW,14_WAR1134A_1_TWARDA_66,134
WAW,14_WAR1134A_1_TWARDA_66,104
WAW,14_WAR1134A_1_TWARDA_66,106
WAW,14_WAR1134A_1_TWARDA_66,97
WAW,14_WAR1134A_1_TWARDA_66,124
WAW,14_WAR1134A_1_TWARDA_66,94
WAW,14_WAR1134A_1_TWARDA_66,96
WAW,14_WAR1046K_1_HOZA_40,47
WAW,14_WAR1046K_1_HOZA_40,74
WAW,14_WAR1046K_1_HOZA_40,44
WAW,14_WAR1046K_1_HOZA_40,46
WAW,14_WAR1015A_1_PLOCKA_44,29
WAW,14_WAR1015A_1_PLOCKA_44,56
WAW,14_WAR1015A_1_PLOCKA_44,26
WAW,14_WAR1015A_1_PLOCKA_44,28
WAW,14_WAR1015A_1_PLOCKA_44,9
WAW,14_WAR1015A_1_PLOCKA_44,36
WAW,14_WAR1015A_1_PLOCKA_44,6
WAW,14_WAR1015A_1_PLOCKA_44,8
WAW,14_WAR8020A_1_STAD_NARODOWY,46
WAW,14_WAR8020A_1_STAD_NARODOWY,66
WAW,14_WAR8020A_1_STAD_NARODOWY,56
WAW,14_WAR1110A_1_LUDNA_2,57
WAW,14_WAR1110A_1_LUDNA_2,84
WAW,14_WAR1110A_1_LUDNA_2,54
WAW,14_WAR1110A_1_LUDNA_2,56
WAW,14_WAR8020A_1_STAD_NARODOWY,36
WAW,14_WAR1110A_1_LUDNA_2,77
WAW,14_WAR1110A_1_LUDNA_2,104
WAW,14_WAR1110A_1_LUDNA_2,74
WAW,14_WAR1110A_1_LUDNA_2,76
WAW,14_WAR1110A_1_LUDNA_2,67
WAW,14_WAR1110A_1_LUDNA_2,94
WAW,14_WAR1110A_1_LUDNA_2,64
WAW,14_WAR1110A_1_LUDNA_2,66
WAW,14_WAR8020A_1_STAD_NARODOWY,26
WAW,14_WAR1055E_1_WIEJSKA_20,25
WAW,14_WAR1055E_1_WIEJSKA_20,35
WAW,14_WAR1055E_1_WIEJSKA_20,45
WAW,14_WAR1055E_1_WIEJSKA_20,52
WAW,14_WAR1055E_1_WIEJSKA_20,62
WAW,14_WAR1055E_1_WIEJSKA_20,72
WAW,14_WAR1055E_1_WIEJSKA_20,22
WAW,14_WAR1055E_1_WIEJSKA_20,32
WAW,14_WAR1055E_1_WIEJSKA_20,42
WAW,14_WAR1055E_1_WIEJSKA_20,24
WAW,14_WAR1055E_1_WIEJSKA_20,34
WAW,14_WAR1055E_1_WIEJSKA_20,44
WAW,14_WAR2088F_1_EMILIIPLATER_18,74
WAW,14_WAR1028J_1_LUBELSKA_12,77
WAW,14_WAR1028J_1_LUBELSKA_12,87
WAW,14_WAR1028J_1_LUBELSKA_12,97
WAW,14_WAR1028J_1_LUBELSKA_12,104
WAW,14_WAR1028J_1_LUBELSKA_12,114
WAW,14_WAR1028J_1_LUBELSKA_12,124
WAW,14_WAR1028J_1_LUBELSKA_12,74
WAW,14_WAR1028J_1_LUBELSKA_12,84
WAW,14_WAR1028J_1_LUBELSKA_12,94
WAW,14_WAR1028J_1_LUBELSKA_12,76
WAW,14_WAR1028J_1_LUBELSKA_12,86
WAW,14_WAR1028J_1_LUBELSKA_12,96
WAW,14_WAR2088F_1_EMILIIPLATER_18,54
WAW,14_WAR1239A_1_ZYTNIA_60,40
WAW,14_WAR1239A_1_ZYTNIA_60,10
WAW,14_WAR2001D_1_GOSCIERADOWS_1A,73
WAW,14_WAR2001D_1_GOSCIERADOWS_1A,83
WAW,14_WAR2001D_1_GOSCIERADOWS_1A,93
WAW,14_WAR2001D_1_GOSCIERADOWS_1A,100
WAW,14_WAR2001D_1_GOSCIERADOWS_1A,110
WAW,14_WAR2001D_1_GOSCIERADOWS_1A,120
WAW,14_WAR2001D_1_GOSCIERADOWS_1A,70
WAW,14_WAR2001D_1_GOSCIERADOWS_1A,80
WAW,14_WAR2001D_1_GOSCIERADOWS_1A,90
WAW,14_WAR2001D_1_GOSCIERADOWS_1A,72
WAW,14_WAR2001D_1_GOSCIERADOWS_1A,82
WAW,14_WAR2001D_1_GOSCIERADOWS_1A,92
WAW,14_WAR2088F_1_EMILIIPLATER_18,64
WAW,14_WAR1239A_1_ZYTNIA_60,50
WAW,14_WAR1239A_1_ZYTNIA_60,20
WAW,14_WAR1239A_1_ZYTNIA_60,60
WAW,14_WAR1239A_1_ZYTNIA_60,30
WAW,14_WAR1009A_1_STALOWA_60_64,101
WAW,14_WAR1009A_1_STALOWA_60_64,111
WAW,14_WAR1009A_1_STALOWA_60_64,121
WAW,14_WAR1009A_1_STALOWA_60_64,128
WAW,14_WAR1009A_1_STALOWA_60_64,138
WAW,14_WAR1009A_1_STALOWA_60_64,148
WAW,14_WAR1009A_1_STALOWA_60_64,98
WAW,14_WAR1009A_1_STALOWA_60_64,108
WAW,14_WAR1009A_1_STALOWA_60_64,118
WAW,14_WAR1009A_1_STALOWA_60_64,100
WAW,14_WAR1009A_1_STALOWA_60_64,110
WAW,14_WAR1009A_1_STALOWA_60_64,120
WAW,14_WAR2002E_1_WEGROWSKA_4,112
WAW,14_WAR2002E_1_WEGROWSKA_4,82
WAW,14_WAR1054C_1_PIEKNA_46_48,41
WAW,14_WAR1054C_1_PIEKNA_46_48,51
WAW,14_WAR1054C_1_PIEKNA_46_48,68
WAW,14_WAR1054C_1_PIEKNA_46_48,78
WAW,14_WAR1054C_1_PIEKNA_46_48,88
WAW,14_WAR1054C_1_PIEKNA_46_48,38
WAW,14_WAR1054C_1_PIEKNA_46_48,48
WAW,14_WAR1054C_1_PIEKNA_46_48,58
WAW,14_WAR1054C_1_PIEKNA_46_48,40
WAW,14_WAR1054C_1_PIEKNA_46_48,50
WAW,14_WAR1054C_1_PIEKNA_46_48,60
WAW,14_WAR1004D_1_PRYMASA_98,92
WAW,14_WAR1004D_1_PRYMASA_98,102
WAW,14_WAR1004D_1_PRYMASA_98,112
WAW,14_WAR1004D_1_PRYMASA_98,62
WAW,14_WAR1004D_1_PRYMASA_98,72
WAW,14_WAR1004D_1_PRYMASA_98,82
WAW,14_WAR2002E_1_WEGROWSKA_4,92
WAW,14_WAR2002E_1_WEGROWSKA_4,102
WAW,14_WAR2002E_1_WEGROWSKA_4,62
WAW,14_WAR2002E_1_WEGROWSKA_4,72
WAW,14_WAR1022G_1_PIEKNA_22,29
WAW,14_WAR1022G_1_PIEKNA_22,49
WAW,14_WAR1022G_1_PIEKNA_22,56
WAW,14_WAR1022G_1_PIEKNA_22,76
WAW,14_WAR1022G_1_PIEKNA_22,26
WAW,14_WAR1022G_1_PIEKNA_22,46
WAW,14_WAR1022G_1_PIEKNA_22,28
WAW,14_WAR1022G_1_PIEKNA_22,48
WAW,14_WAR1022G_1_PIEKNA_22,66
WAW,14_WAR1022G_1_PIEKNA_22,36
WAW,14_WAR1022G_1_PIEKNA_22,38
WAW,14_WAR8119A_1_METRO_MARYMONT,88
WAW,14_WAR2131A_1_KAWECZYNSKA_36,122
WAW,14_WAR2131A_1_KAWECZYNSKA_36,132
WAW,14_WAR2131A_1_KAWECZYNSKA_36,92
WAW,14_WAR2131A_1_KAWECZYNSKA_36,102
WAW,14_WAR1178A_1_KRZYWICKIEGO_34,108
WAW,14_WAR1178A_1_KRZYWICKIEGO_34,78
WAW,14_WAR1178A_1_KRZYWICKIEGO_34,88
WAW,14_WAR1178A_1_KRZYWICKIEGO_34,58
WAW,14_WAR2131A_1_KAWECZYNSKA_36,112
WAW,14_WAR2131A_1_KAWECZYNSKA_36,82
WAW,14_WAR1053D_1_NIEPODLEGLO_222,32
WAW,14_WAR1053D_1_NIEPODLEGLO_222,42
WAW,14_WAR3075B_1_OPALINSKA_5_7,128
WAW,14_WAR3075B_1_OPALINSKA_5_7,98
WAW,14_WAR1016A_1_WOLSKA_58,68
WAW,14_WAR1016A_1_WOLSKA_58,78
WAW,14_WAR1016A_1_WOLSKA_58,38
WAW,14_WAR1016A_1_WOLSKA_58,48
WAW,14_WAR1053D_1_NIEPODLEGLO_222,22
WAW,14_WAR1049I_1_TARCZYNSKA_8,81
WAW,14_WAR1049I_1_TARCZYNSKA_8,91
WAW,14_WAR1049I_1_TARCZYNSKA_8,101
WAW,14_WAR1049I_1_TARCZYNSKA_8,108
WAW,14_WAR1049I_1_TARCZYNSKA_8,118
WAW,14_WAR1049I_1_TARCZYNSKA_8,128
WAW,14_WAR1049I_1_TARCZYNSKA_8,78
WAW,14_WAR1049I_1_TARCZYNSKA_8,88
WAW,14_WAR1049I_1_TARCZYNSKA_8,98
WAW,14_WAR1049I_1_TARCZYNSKA_8,80
WAW,14_WAR1049I_1_TARCZYNSKA_8,90
WAW,14_WAR1049I_1_TARCZYNSKA_8,100
WAW,14_WAR1178A_1_KRZYWICKIEGO_34,98
WAW,14_WAR1178A_1_KRZYWICKIEGO_34,68
WAW,14_WAR1027A_1_MINSKA_25,80
WAW,14_WAR1027A_1_MINSKA_25,50
WAW,14_WAR1027A_1_MINSKA_25,60
WAW,14_WAR1027A_1_MINSKA_25,30
WAW,14_WAR3075B_1_OPALINSKA_5_7,138
WAW,14_WAR3075B_1_OPALINSKA_5_7,148
WAW,14_WAR3075B_1_OPALINSKA_5_7,108
WAW,14_WAR3075B_1_OPALINSKA_5_7,118
WAW,14_WAR1043F_1_WASZYNGTONA_2B,88
WAW,14_WAR1043F_1_WASZYNGTONA_2B,58
WAW,14_WAR1027A_1_MINSKA_25,70
WAW,14_WAR1027A_1_MINSKA_25,40
WAW,14_WAR1016A_1_WOLSKA_58,88
WAW,14_WAR1016A_1_WOLSKA_58,58
WAW,14_WAR1043F_1_WASZYNGTONA_2B,78
WAW,14_WAR1043F_1_WASZYNGTONA_2B,48
WAW,14_WAR1027A_1_MINSKA_25,33
WAW,14_WAR1027A_1_MINSKA_25,43
WAW,14_WAR1027A_1_MINSKA_25,53
WAW,14_WAR1027A_1_MINSKA_25,32
WAW,14_WAR1027A_1_MINSKA_25,42
WAW,14_WAR1027A_1_MINSKA_25,52
WAW,14_WAR1033E_1_KOLEJOWA_15_17,44
WAW,14_WAR1033E_1_KOLEJOWA_15_17,54
WAW,14_WAR1033E_1_KOLEJOWA_15_17,64
WAW,14_WAR1033E_1_KOLEJOWA_15_17,14
WAW,14_WAR1033E_1_KOLEJOWA_15_17,24
WAW,14_WAR1033E_1_KOLEJOWA_15_17,34
WAW,14_WAR1043F_1_WASZYNGTONA_2B,68
WAW,14_WAR1043F_1_WASZYNGTONA_2B,38
WAW,14_WAR1237A_1_GORCZEWSKA_47,72
WAW,14_WAR1237A_1_GORCZEWSKA_47,82
WAW,14_WAR1237A_1_GORCZEWSKA_47,42
WAW,14_WAR1237A_1_GORCZEWSKA_47,52
WAW,14_WAR3097A_1_RUDZKA_18,94
WAW,14_WAR3097A_1_RUDZKA_18,104
WAW,14_WAR3097A_1_RUDZKA_18,64
WAW,14_WAR3097A_1_RUDZKA_18,74
WAW,14_WAR1237A_1_GORCZEWSKA_47,92
WAW,14_WAR1237A_1_GORCZEWSKA_47,62
WAW,14_WAR3097A_1_RUDZKA_18,84
WAW,14_WAR3097A_1_RUDZKA_18,54
WAW,14_WAR1194A_57371U_KOZMINSKA_9,117
WAW,14_WAR1194A_57371U_KOZMINSKA_9,115
WAW,14_WAR1194A_57371U_KOZMINSKA_9,114
WAW,14_WAR1194A_57371U_KOZMINSKA_9,116
WAW,14_WAR1194A_57371U_KOZMINSKA_9,97
WAW,14_WAR1194A_57371U_KOZMINSKA_9,95
WAW,14_WAR1194A_57371U_KOZMINSKA_9,94
WAW,14_WAR1194A_57371U_KOZMINSKA_9,96
WAW,14_WAR1519C_1_KLAUDYNY_18,57
WAW,14_WAR1519C_1_KLAUDYNY_18,84
WAW,14_WAR1519C_1_KLAUDYNY_18,54
WAW,14_WAR1519C_1_KLAUDYNY_18,56
WAW,14_WAR1519C_1_KLAUDYNY_18,47
WAW,14_WAR1519C_1_KLAUDYNY_18,74
WAW,14_WAR1519C_1_KLAUDYNY_18,44
WAW,14_WAR1519C_1_KLAUDYNY_18,46
WAW,14_WAR1194A_57371U_KOZMINSKA_9,107
WAW,14_WAR1194A_57371U_KOZMINSKA_9,105
WAW,14_WAR1194A_57371U_KOZMINSKA_9,104
WAW,14_WAR1194A_57371U_KOZMINSKA_9,106
WAW,14_WAR1519C_1_KLAUDYNY_18,37
WAW,14_WAR1519C_1_KLAUDYNY_18,64
WAW,14_WAR1519C_1_KLAUDYNY_18,34
WAW,14_WAR1519C_1_KLAUDYNY_18,36
WAW,14_WAR2101C_1_NOWOWIEJSKA_21,44
WAW,14_WAR2101C_1_NOWOWIEJSKA_21,14
WAW,14_WAR2101C_1_NOWOWIEJSKA_21,64
WAW,14_WAR2101C_1_NOWOWIEJSKA_21,34
WAW,14_WAR2101C_1_NOWOWIEJSKA_21,54
WAW,14_WAR2101C_1_NOWOWIEJSKA_21,24
WAW,14_WAR3080B_1_BRONIEWSKIEGO44,88
WAW,14_WAR3080B_1_BRONIEWSKIEGO44,98
WAW,14_WAR3080B_1_BRONIEWSKIEGO44,108
WAW,14_WAR3080B_1_BRONIEWSKIEGO44,58
WAW,14_WAR3080B_1_BRONIEWSKIEGO44,68
WAW,14_WAR3080B_1_BRONIEWSKIEGO44,78
WAW,14_WAR8111A_1_METRO_POLITECHN,24
WAW,14_WAR8111A_1_METRO_POLITECHN,44
WAW,14_WAR2206A_1_ORLOWSKA_5,75
WAW,14_WAR2206A_1_ORLOWSKA_5,102
WAW,14_WAR2206A_1_ORLOWSKA_5,72
WAW,14_WAR2206A_1_ORLOWSKA_5,74
WAW,14_WAR1059B_1_AL_WYZWOLENIA_2,84
WAW,14_WAR1059B_1_AL_WYZWOLENIA_2,54
WAW,14_WAR1059B_1_AL_WYZWOLENIA_2,56
WAW,14_WAR2206A_1_ORLOWSKA_5,85
WAW,14_WAR2206A_1_ORLOWSKA_5,112
WAW,14_WAR2206A_1_ORLOWSKA_5,82
WAW,14_WAR2206A_1_ORLOWSKA_5,84
WAW,14_WAR2206A_1_ORLOWSKA_5,65
WAW,14_WAR2206A_1_ORLOWSKA_5,92
WAW,14_WAR2206A_1_ORLOWSKA_5,62
WAW,14_WAR2206A_1_ORLOWSKA_5,64
WAW,14_WAR1059B_1_AL_WYZWOLENIA_2,67
WAW,14_WAR1059B_1_AL_WYZWOLENIA_2,94
WAW,14_WAR1059B_1_AL_WYZWOLENIA_2,104
WAW,14_WAR1059B_1_AL_WYZWOLENIA_2,64
WAW,14_WAR1059B_1_AL_WYZWOLENIA_2,74
WAW,14_WAR1059B_1_AL_WYZWOLENIA_2,66
WAW,14_WAR1059B_1_AL_WYZWOLENIA_2,76
WAW,14_WAR1061E_1_NIEPODLEGLO_217,148
WAW,14_WAR1061E_1_NIEPODLEGLO_217,118
WAW,14_WAR1061E_1_NIEPODLEGLO_217,128
WAW,14_WAR1061E_1_NIEPODLEGLO_217,138
WAW,14_WAR1061E_1_NIEPODLEGLO_217,98
WAW,14_WAR1061E_1_NIEPODLEGLO_217,108
WAW,14_WAR8120A_1_METRO_SLODOWIEC,22
WAW,14_WAR8025A_1_ALEJE_JEROZOLIM,78
WAW,14_WAR2214A_1_ZWYCIEZCOW6,33
WAW,14_WAR2214A_1_ZWYCIEZCOW6,43
WAW,14_WAR2214A_1_ZWYCIEZCOW6,53
WAW,14_WAR2214A_1_ZWYCIEZCOW6,31
WAW,14_WAR2214A_1_ZWYCIEZCOW6,41
WAW,14_WAR2214A_1_ZWYCIEZCOW6,51
WAW,14_WAR2214A_1_ZWYCIEZCOW6,30
WAW,14_WAR2214A_1_ZWYCIEZCOW6,40
WAW,14_WAR2214A_1_ZWYCIEZCOW6,50
WAW,14_WAR2214A_1_ZWYCIEZCOW6,32
WAW,14_WAR2214A_1_ZWYCIEZCOW6,42
WAW,14_WAR2214A_1_ZWYCIEZCOW6,52
WAW,14_WAR1060E_1_MARSZALKOWSK_25,13
WAW,14_WAR1060E_1_MARSZALKOWSK_25,23
WAW,14_WAR1060E_1_MARSZALKOWSK_25,33
WAW,14_WAR1060E_1_MARSZALKOWSK_25,11
WAW,14_WAR1060E_1_MARSZALKOWSK_25,21
WAW,14_WAR1060E_1_MARSZALKOWSK_25,31
WAW,14_WAR1060E_1_MARSZALKOWSK_25,10
WAW,14_WAR1060E_1_MARSZALKOWSK_25,20
WAW,14_WAR1060E_1_MARSZALKOWSK_25,30
WAW,14_WAR1060E_1_MARSZALKOWSK_25,12
WAW,14_WAR1060E_1_MARSZALKOWSK_25,22
WAW,14_WAR1060E_1_MARSZALKOWSK_25,32
WAW,14_WAR1524A_1_KLAUDYNY_34,101
WAW,14_WAR1524A_1_KLAUDYNY_34,128
WAW,14_WAR1524A_1_KLAUDYNY_34,98
WAW,14_WAR1524A_1_KLAUDYNY_34,100
WAW,14_WAR3001C_1_LAZIENKOWSKA_14,108
WAW,14_WAR3001C_1_LAZIENKOWSKA_14,78
WAW,14_WAR1524A_1_KLAUDYNY_34,81
WAW,14_WAR1524A_1_KLAUDYNY_34,91
WAW,14_WAR1524A_1_KLAUDYNY_34,108
WAW,14_WAR1524A_1_KLAUDYNY_34,118
WAW,14_WAR1524A_1_KLAUDYNY_34,78
WAW,14_WAR1524A_1_KLAUDYNY_34,88
WAW,14_WAR1524A_1_KLAUDYNY_34,80
WAW,14_WAR1524A_1_KLAUDYNY_34,90
WAW,14_WAR3001C_1_LAZIENKOWSKA_14,98
WAW,14_WAR3001C_1_LAZIENKOWSKA_14,68
WAW,14_WAR3001C_1_LAZIENKOWSKA_14,88
WAW,14_WAR3001C_1_LAZIENKOWSKA_14,58
WAW,14_WAR2012B_1_REMBIELINSKA_13,132
WAW,14_WAR2012B_1_REMBIELINSKA_13,102
WAW,14_WAR3082A_1_BRONIEWSKIEGO54,42
WAW,14_WAR3082A_1_BRONIEWSKIEGO54,12
WAW,14_WAR2012B_1_REMBIELINSKA_13,122
WAW,14_WAR2012B_1_REMBIELINSKA_13,92
WAW,14_WAR1225A_56331U_KALISKA_11,73
WAW,14_WAR1225A_56331U_KALISKA_11,71
WAW,14_WAR1225A_56331U_KALISKA_11,70
WAW,14_WAR1225A_56331U_KALISKA_11,72
WAW,14_WAR1225A_56331U_KALISKA_11,53
WAW,14_WAR1225A_56331U_KALISKA_11,51
WAW,14_WAR1225A_56331U_KALISKA_11,50
WAW,14_WAR1225A_56331U_KALISKA_11,52
WAW,14_WAR3082A_1_BRONIEWSKIEGO54,52
WAW,14_WAR3082A_1_BRONIEWSKIEGO54,22
WAW,14_WAR3082A_1_BRONIEWSKIEGO54,2
WAW,14_WAR3082A_1_BRONIEWSKIEGO54,32
WAW,14_WAR2012B_1_REMBIELINSKA_13,112
WAW,14_WAR2012B_1_REMBIELINSKA_13,82
WAW,14_WAR8111A_1_METRO_POLITECHN,14
WAW,14_WAR8111A_1_METRO_POLITECHN,34
WAW,14_WAR1026M_1_GROCHOWSKA_301,116
WAW,14_WAR1026M_1_GROCHOWSKA_301,136
WAW,14_WAR1026M_1_GROCHOWSKA_301,86
WAW,14_WAR1026M_1_GROCHOWSKA_301,106
WAW,14_WAR1026M_1_GROCHOWSKA_301,126
WAW,14_WAR1026M_1_GROCHOWSKA_301,96
WAW,14_WAR1225A_56331U_KALISKA_11,63
WAW,14_WAR1225A_56331U_KALISKA_11,61
WAW,14_WAR1225A_56331U_KALISKA_11,60
WAW,14_WAR1225A_56331U_KALISKA_11,62
WAW,14_WAR8120A_1_METRO_SLODOWIEC,32
WAW,14_WAR3078C_1_KASPROWICZA_15,118
WAW,14_WAR3078C_1_KASPROWICZA_15,88
WAW,14_WAR3078C_1_KASPROWICZA_15,108
WAW,14_WAR3078C_1_KASPROWICZA_15,128
WAW,14_WAR3078C_1_KASPROWICZA_15,78
WAW,14_WAR3078C_1_KASPROWICZA_15,98
WAW,14_WAR1042J_1_MIEDZYNAROD_64,140
WAW,14_WAR1042J_1_MIEDZYNAROD_64,110
WAW,14_WAR2146A_1_CHODECKA,112
WAW,14_WAR2146A_1_CHODECKA,82
WAW,14_WAR3057C_1_BEMA_83,130
WAW,14_WAR3057C_1_BEMA_83,140
WAW,14_WAR3057C_1_BEMA_83,100
WAW,14_WAR3057C_1_BEMA_83,110
WAW,14_WAR2146A_1_CHODECKA,102
WAW,14_WAR2146A_1_CHODECKA,72
WAW,14_WAR1050A_1_SZCZESLIWICKA_2,73
WAW,14_WAR1050A_1_SZCZESLIWICKA_2,83
WAW,14_WAR1050A_1_SZCZESLIWICKA_2,93
WAW,14_WAR1050A_1_SZCZESLIWICKA_2,100
WAW,14_WAR1050A_1_SZCZESLIWICKA_2,110
WAW,14_WAR1050A_1_SZCZESLIWICKA_2,120
WAW,14_WAR1050A_1_SZCZESLIWICKA_2,70
WAW,14_WAR1050A_1_SZCZESLIWICKA_2,80
WAW,14_WAR1050A_1_SZCZESLIWICKA_2,90
WAW,14_WAR1050A_1_SZCZESLIWICKA_2,72
WAW,14_WAR1050A_1_SZCZESLIWICKA_2,82
WAW,14_WAR1050A_1_SZCZESLIWICKA_2,92
WAW,14_WAR3057C_1_BEMA_83,120
WAW,14_WAR3057C_1_BEMA_83,90
WAW,14_WAR1042J_1_MIEDZYNAROD_64,120
WAW,14_WAR1042J_1_MIEDZYNAROD_64,130
WAW,14_WAR1042J_1_MIEDZYNAROD_64,90
WAW,14_WAR1042J_1_MIEDZYNAROD_64,100
WAW,14_WAR2017D_1_BAZYLIANSKA_8,84
WAW,14_WAR2017D_1_BAZYLIANSKA_8,54
WAW,14_WAR2017D_1_BAZYLIANSKA_8,37
WAW,14_WAR2017D_1_BAZYLIANSKA_8,47
WAW,14_WAR2017D_1_BAZYLIANSKA_8,57
WAW,14_WAR2017D_1_BAZYLIANSKA_8,36
WAW,14_WAR2017D_1_BAZYLIANSKA_8,46
WAW,14_WAR2017D_1_BAZYLIANSKA_8,56
WAW,14_WAR2017D_1_BAZYLIANSKA_8,74
WAW,14_WAR2017D_1_BAZYLIANSKA_8,44
WAW,14_WAR2017D_1_BAZYLIANSKA_8,64
WAW,14_WAR2017D_1_BAZYLIANSKA_8,34
WAW,14_WAR2072J_1_CIOLKA_12,17
WAW,14_WAR2072J_1_CIOLKA_12,44
WAW,14_WAR2072J_1_CIOLKA_12,14
WAW,14_WAR2072J_1_CIOLKA_12,16
WAW,14_WAR2146A_1_CHODECKA,92
WAW,14_WAR2146A_1_CHODECKA,62
WAW,14_WAR2072J_1_CIOLKA_12,27
WAW,14_WAR2072J_1_CIOLKA_12,37
WAW,14_WAR2072J_1_CIOLKA_12,54
WAW,14_WAR2072J_1_CIOLKA_12,64
WAW,14_WAR2072J_1_CIOLKA_12,24
WAW,14_WAR2072J_1_CIOLKA_12,34
WAW,14_WAR2072J_1_CIOLKA_12,26
WAW,14_WAR2072J_1_CIOLKA_12,36
WAW,14_WAR3070D_1_OBOZOWA_95,112
WAW,14_WAR3070D_1_OBOZOWA_95,132
WAW,14_WAR3070D_1_OBOZOWA_95,82
WAW,14_WAR3070D_1_OBOZOWA_95,102
WAW,14_WAR2020A_1_ELEKTRONOWA_2,124
WAW,14_WAR2020A_1_ELEKTRONOWA_2,134
WAW,14_WAR2020A_1_ELEKTRONOWA_2,144
WAW,14_WAR2020A_1_ELEKTRONOWA_2,94
WAW,14_WAR2020A_1_ELEKTRONOWA_2,104
WAW,14_WAR2020A_1_ELEKTRONOWA_2,114
WAW,14_WAR2020A_1_ELEKTRONOWA_2,96
WAW,14_WAR2020A_1_ELEKTRONOWA_2,106
WAW,14_WAR2020A_1_ELEKTRONOWA_2,116
WAW,14_WAR3070D_1_OBOZOWA_95,122
WAW,14_WAR3070D_1_OBOZOWA_95,92
WAW,14_WAR1087A_1_WAWELSKA_5,85
WAW,14_WAR1087A_1_WAWELSKA_5,95
WAW,14_WAR1087A_1_WAWELSKA_5,105
WAW,14_WAR1087A_1_WAWELSKA_5,112
WAW,14_WAR1087A_1_WAWELSKA_5,122
WAW,14_WAR1087A_1_WAWELSKA_5,132
WAW,14_WAR1087A_1_WAWELSKA_5,82
WAW,14_WAR1087A_1_WAWELSKA_5,92
WAW,14_WAR1087A_1_WAWELSKA_5,102
WAW,14_WAR1087A_1_WAWELSKA_5,84
WAW,14_WAR1087A_1_WAWELSKA_5,94
WAW,14_WAR1087A_1_WAWELSKA_5,104
WAW,14_WAR1236A_1_WARYNSKIEGO_1,69
WAW,14_WAR1236A_1_WARYNSKIEGO_1,96
WAW,14_WAR1236A_1_WARYNSKIEGO_1,66
WAW,14_WAR1236A_1_WARYNSKIEGO_1,68
WAW,14_WAR1236A_1_WARYNSKIEGO_1,89
WAW,14_WAR1236A_1_WARYNSKIEGO_1,116
WAW,14_WAR1236A_1_WARYNSKIEGO_1,86
WAW,14_WAR1236A_1_WARYNSKIEGO_1,88
WAW,14_WAR1236A_1_WARYNSKIEGO_1,79
WAW,14_WAR1236A_1_WARYNSKIEGO_1,106
WAW,14_WAR1236A_1_WARYNSKIEGO_1,76
WAW,14_WAR1236A_1_WARYNSKIEGO_1,78
WAW,14_WAR3049C_1_BOYA_ZELEN_4,26
WAW,14_WAR2117D_1_M_CASSINO_1,68
WAW,14_WAR2117D_1_M_CASSINO_1,38
WAW,14_WAR2077C_1_BIEZUNSKA_1,97
WAW,14_WAR2077C_1_BIEZUNSKA_1,107
WAW,14_WAR2077C_1_BIEZUNSKA_1,117
WAW,14_WAR2077C_1_BIEZUNSKA_1,32
WAW,14_WAR2077C_1_BIEZUNSKA_1,42
WAW,14_WAR2077C_1_BIEZUNSKA_1,52
WAW,14_WAR2077C_1_BIEZUNSKA_1,2
WAW,14_WAR2077C_1_BIEZUNSKA_1,12
WAW,14_WAR2077C_1_BIEZUNSKA_1,22
WAW,14_WAR2077C_1_BIEZUNSKA_1,96
WAW,14_WAR2077C_1_BIEZUNSKA_1,106
